,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres
329611,7gd2tkbcXCjBO1k6fDW2Gn,Obsession,"12"" 80s Classics","[""Animotion""]",0.614,0.834,7,-6.925,1,0.117,0.00819,0.22,0.301,0.322,114.59,335413,"You are an obsession (you are an obsession)
I cannot sleep (I cannot sleep)
I am a possession (I am your possession)
Unopened at your feet
There's no balance (there is no balance)
No equality (no equality)
Be still (be still)
I will not accept defeat (I will not accept defeat)
I will have you, yes, I will have you
I will find a way and I will have you
Like a butterfly, a wild butterfly
I will collect you and capture you
You are an obsession, you're my obsession
Who do you want me to be to make you sleep with me?
You are an obsession, you're my obsession
Who do you want me to be to make you sleep with me?
I feed you, I drink you
By day and by night
I need you, I need you
By sun or candlelight
You protest, you want to leave
Stay, oh, there's no alternative (there's no alternative)
Your face appears again, I see the beauty there
But I see danger, stranger, beware
Of circumstance in your naked dreams
Your affection is not what it seems
You are an obsession, you're my obsession
Who do you want me to be to make you sleep with me?
You are an obsession, you're my obsession
Who do you want me to be to make you sleep with me?
My fantasy (my fantasy)
Has turned to madness (has turned to madness)
And all my goodness (and all my goodness)
Has turned to badness (has turned to badness)
My need to possess you has consumed my soul
My life is trembling, I have no control
I will have you, yes, I will have you
I will find a way and I will have you
Like a butterfly, a wild butterfly
I will collect you and capture you
You are an obsession, you're my obsession
Who do you want me to be to make you sleep with me?
You are an obsession, you're my obsession
Who do you want me to be to make you sleep with me?
You are an obsession, you're my obsession
Who do you want me to be to make you sleep with me?
You are an obsession, you're my obsession
Who do you want me to be to make you sleep with me?
You are an obsession
You are an obsession, you're my obsession",2010,Electronic,32,63999,42.0,"[""6eQHjJJa52LUGjBKP5UPos""]","[""new wave"", ""synthpop""]"
311126,0e12lsIBJAinmsHBvoXoyY,My Name,Dutty Rock (20th Anniversary),"[""Sean Paul""]",0.601,0.751,10,-7.241,0,0.331,0.0991,0.0,0.08,0.8320000000000001,184.322,220667,"I don't see you again
B'cause of them

Sometimes I hear you callin' out my name
And I can hear you deep down inna mi brain
If I'm a fool I've only got myself to blame
Self to blame, self to blame
Well I can see the sign 'cause I'm not blind
Although you're not mine from time to time
I've got to make you know you are my sunshine
My sunshine, my sunshine

I love you baby but you don't love me back, why?
You drive me crazy 'cause yu fi gi mi dat bly
You make me high, I just can't deny
Love out potential a fill up inna I and I

Just give me the privilege and run away yu man
I got the plan, fi mek yu tun on
Baby just believe me 'cause my word is my bond!
Sometime I think I hear you but I am hearin' wrong, girl

Sometimes I hear you callin' out my name
And I can hear you deep down inna mi brain
If I'm a fool I've only got myself to blame
Self to blame, self to blame
Well I can see the sign 'cause I'm not blind
Although you're not mine from time to time
I've got to make you know you are my sunshine
My sunshine, my sunshine

Rude boy lovin' a nu something fi she ramp wid
Everyman him need a woman fi be a live blanket
If she diss yu, spank it, you hold dat and crank it
If she never love you good you know you would have flunk it

Baby girl you know I love you but you follow yu friend dem
Now you gonna break Sean Paul heart in two
You have the dapper all a bawl and all a mek phone call
What yu really expect man fi do?

Sometimes I hear you callin' out my name
And I can hear you deep down inna mi brain
If I'm a fool I've only got myself to blame
Self to blame, self to blame
Well I can see the sign 'cause I'm not blind
Although you're not mine from time to time
I've got to make you know you are my sunshine
My sunshine, my sunshine

Tick, tock mi get heart attack
When mi hear she leavin' and she naw come back
Mi caan believe me dreams to mi love world crash
A lucky thing she never know where mi hide mi stash, but

Sometimes I hear you callin' out my name
And I can hear you deep down inna mi brain
If I'm a fool I've only got myself to blame
Self to blame, self to blame
Well I can see the sign 'cause I'm not blind
Although you're not mine from time to time
I've got to make you know you are my sunshine
My sunshine, my sunshine

I love you baby but you don't love me back, why?
You drive me crazy 'cause yu fi gi mi dat bly
You make me high, I just can't deny
Love out potential a fill up inna I and I

I don't see you again
All b'cause of dem again

Sometimes I hear you callin' out my name
And I can hear you deep down inna mi brain
If I'm a fool I've only got myself to blame
Self to blame, self to blame
Well I can see the sign 'cause I'm not blind
Although you're not mine from time to time
I've got to make you know you are my sunshine
My sunshine, my sunshine

Rude boy lovin' a nu something fi she ramp wid
Everyman him need a woman fi be a live blanket
If she diss yu, spank it, you hold dat and crank it
If she never love you good you know you would have flunk it

Baby girl you know I love you but you follow yu friend dem
Now you gonna break Sean Paul heart in two
You have the dapper all a bawl and all a mek phone call
What yu really expect man fi do?

Sometimes I hear you callin' out my name
And I can hear you deep down inna mi brain
If I'm a fool I've only got myself to blame
Self to blame, self to blame",2022,Folk,33,5365798,84.0,"[""3Isy6kedDrgPYoTS1dazA9""]","[""dancehall""]"
215940,54JgLgaPu9Z1qPw49onLep,I Love You 5,What Is Love?,"[""Never Shout Never""]",0.658,0.5660000000000001,7,-6.471,1,0.0509,0.352,0.0,0.3,0.687,128.131,134267,"I love you one, a two, a three shoo-be-doo.
I love you four, that's more than I can afford.
And I can tell someday that I'm gonna say the truth,
I love you 5.

I've been walkin' around tryin' to figure out,
Why I am feelin' all these feelings that I'm feeling now.
And I've got more on my mind than I have got on my plate.

I love you one, a two, a three shoo-be-doo.
I love you four, that's more than I can afford.
And I can tell someday that I'm gonna say the truth...

I love you five times more than any boyfriend before,
'Cause all they really cared about was whether you put out.
And I truly believe (I truly believe)
That this love could be (that this love)

And I could count five times off the top of my head where I sucked it in
'Cause you were hangin' with him
And I got something to say,
I love you all the same.

I love you one, a two, a three shoo-be-doo.
I love you four, that's more than I can afford.
And I can tell someday that I'm gonna say the truth.
(Yeah)

I love you one, a two, a three shoo-be-doo.
I love you four, that's more than I can afford.
And I can tell someday that I'm gonna say the truth,
I love you 5. (ba-ba-bada)
I love you 5. (ba-ba-bada)
I love you 5.",2010,Rock,35,582374,51.0,"[""5pUmXBIQtqpvdV1HAy2xYC""]","[""emo""]"
47212,3FtkFLmplS7GGPFMIQ0dSR,Be Mine!,Robyn,"[""Robyn""]",0.6990000000000001,0.715,9,-4.705,1,0.104,0.32,0.0,0.0787,0.963,158.006,208600,"It's a good thing tears never show in the pouring rain
As if a good thing ever could make up for all the pain
There'll be no last chance, I promise to never mess it up again
Just a sweet pain of watching your back as you walk
As I'm watching you walk away

And now you're gone, there's like an echo in my head
And I remember every word you said

It's a cruel thing, you'll never know all the ways I tried
It's a hard thing faking a smile when I feel like I'm falling apart inside

And now you're gone, there's like an echo in my head
And I remember every word you said

That you never were and you never will be mine
No, you never were and you never will be mine

For the first time, there is no mercy in your eyes
And the cold wind? s hitting my face, and you're gone
And you're walking away

And I am helpless sometimes, wishing's just no good
'Cause you don't see me like I wish you would

'Cause you never were and you never will be mine
No, you never were and you never will be mine

There's a moment to seize every time that we meet
But you always keep passing me by
But you never were and you never will be mine

I saw you at the station
You had your arm around, what's her name
She had on that scarf I gave you
And you got down to tie her laces

You never were and you never will be mine
No, you never were and you never will be mine
'Cause you never were and you never will be mine
No, you never were and you never will be mine

There's a moment to seize every time that we meet
But you always keep passing me by
No, you never were and you never will be mine",2005,Pop,31,894870,65.0,"[""6UE7nl9mha6s8z0wFQFIZ2""]","[""swedish pop""]"
522143,3zECQWhwAEydeK9jUTPamo,Where Have You Gone (Anywhere),Where Have You Gone (Anywhere),"[""Lucas & Steve""]",0.618,0.767,5,-5.024,1,0.0489,0.00552,0.0,0.147,0.239,124.071,158602,"I'm gonna search for you all night long
Screaming I-I-I wanna know where you've gone
Ain't gonna stop 'cause the love's too strong
Where do you hide-hide-hide let know me where have you gone?
Where have you gone?
Let me know, I wanna know where you've gone
I'm gonna search for you all night long
Screaming I-I-I wanna know where you've gone
Let me know, I wanna know where have you gone
I'm so obsessed, see you everywhere
Or will I-I-I, I'll tell them girls, I don't care
Can't leave you down, meet me anywhere
A place and I-I-I, tell me and I'll be there
Where have you gone?
Here me know, I wanna know where you've gone
I'm gonna search for you all night long
Screaming I-I-I wanna know where you've gone
I'm gonna search for you all night long
Screaming I-I-I wanna know where you've gone
I'm gonna search for you all night long
Screaming I-I-I wanna know where you've gone
Ain't gonna stop because the love's too strong
Where do you hide-hide-hide I never know where you have gone
Where have you gone?",2018,Electronic,45,433353,57.0,"[""5wwneIFdawNgQ7GvKK29Z3""]","[""future house""]"
248472,4EuaDcxHmHKS6gZ5iuGba0,Joy Of My Life,Starting Over,"[""Chris Stapleton""]",0.63,0.485,3,-8.955,1,0.0299,0.223,0.0535,0.103,0.398,149.23,274520,"I tiptoed in the room
I know you got to have your rest
She says, ""Come lay beside me""
""I been waitin' since you left""

She's sweet to me
Must be the luckiest man alive
Did I tell you, baby
You are the joy of my life?

First time that I saw you, mmm
You took my breath away
I might not get to Heaven
But I walked with the angels that day

She takes me by the hand
I am the luckiest man alive
Did I tell you, baby
You are the joy of my life?

Some may have their riches
Some may have their worldly things
As long as I have you
I'll treasure each and every day

Just take me by the hand
I am the luckiest man alive
Did I tell you, baby
You are the joy of my life?

Did I tell you, baby
You are the joy of my life?",2020,Country,76,9189545,83.0,"[""4YLtscXsxbVgi031ovDDdh""]","[""country"", ""outlaw country""]"
74953,2bHUk3K9cC6z8rYOFJNZxo,California,California,"[""Hot Shade"", ""Mike Perry"", ""Karlyn""]",0.619,0.734,7,-3.925,1,0.0445,0.0177,2e-06,0.346,0.669,119.98,169157,"I've been going down the wrong kinda road all the time
Left my home, went looking for a place I can call mine

You're gonna see me shine underneath the city lights
So bright they're blinding
The world is at my feet, like living in a dream
Come find me

Meet me in California
Meet me in California

So amazing, I've been walking on cloud nine
I finally made it, just me, myself, and I

You're gonna see me shine underneath the city lights
So bright they're blinding
The world is at my feet, like living in a dream
Come find me

Meet me in California
Meet me in California",2018,Electronic,42,1550939,45.0,"[""3GtCKJA4SkOxN65MWjm82R"", ""6lB8vOoI4DRrrVxXwuV19c"", ""7kMyDVBst44rpdogfXhUrk""]","[""moombahton"", ""tropical house""]"
481722,2TXLiR7TNeAIRy7fvavgYO,Till It Shines,Stranger In Town,"[""Bob Seger""]",0.666,0.877,0,-4.253,1,0.0277,0.033,0.00184,0.0765,0.943,117.504,234360,"Take away my inhibitions
 Take away my solitude
 Fire me up with your resistance, mm
 Put me in the mood
 Storm the walls around this prison
 Leave the inmates, free the guards
 Deal me up another future
 From some brand new deck of cards
 Take the chip off of my shoulder
 Smooth out all the lines
 Take me out among the rustling pines
 'Til it shines
 Oh 'til it shines
 Like an echo down a canyon
 Never coming back as clear
 Lately I just judge the distance
 Not the words I hear
 I've been too long on these islands
 I've been far too long alone
 I've been too long without summer
 In this winter home
 Still, if we can make the effort
 If we take the time
 Maybe we can leave this much behind
 'Til it shines
 Mm, 'til it shines
 ♪
 See the rich man lost and lonely
 Watch him as he dines
 Sitting there just testing all the wines
 'Til it shines
 Mm 'til it shines
 'Til it shines
 Oh, 'til it shines
 'Til it shines
 Ooh",1978,Rock,55,2925206,70.0,"[""485uL27bPomh29R4JmQehQ""]","[""classic rock""]"
206217,7qm1JpihtROAIU1XpvqYHS,Human - Edit,The Greatest Hits,"[""The Human League""]",0.636,0.559,8,-10.313,1,0.0249,0.0562,0.000754,0.0562,0.512,101.4,228867,"Come on, baby, dry your eyes
Wipe your tears
Never like to see you cry
Won't you please forgive me?
I wouldn't ever try to hurt you
I just needed someone to hold me
To fill the void while you were gone
To fill this space of emptiness
I'm only human of flesh and blood I'm made
Human, born to make mistakes
So many nights I longed to hold you
So many times I looked and saw your face
Nothing could change the way I feel
No one else could ever take your place
I'm only human of flesh and blood I'm made
Human, born to make mistakes (I am just a man, human)
Please forgive me
The tears I cry aren't tears of pain
They're only to hide my guilt and shame
I forgive you, now I ask the same of you
While we were apart I was human too
I'm only human of flesh and blood I'm made (I am just a man)
Human, born to make mistakes",1988,Pop,51,1296444,64.0,"[""1aX2dmV8XoHYCOQRxjPESG""]","[""new wave"", ""synthpop""]"
323863,4USHZ3omhEBGjHLD9BIJYs,No Words,Game Over,"[""Dave"", ""MoStack""]",0.781,0.736,1,-5.413,0,0.29,0.344,0.0,0.125,0.536,100.55,210905,"Chiedono che ti prende
Mi fanno domande e non capisco
Cosa voglia da me tutta sta gente
Dico che non ho niente
Chiedono che ti prende
Anche se dicessi cosa penso
Tanto voi non capireste ugualmente
Scusa se non dico niente
Chiedono che ti prende
Mi fanno domande e non capisco
Cosa voglia da me tutta sta gente
Dico che non ho niente
Chiedono che ti prende
Mi fanno domande e non capisco
Cosa voglia da me tutta sta gente
Scusa se non dico niente

Davvero scusa se non parlo
Eh che a usare le parole solo in questo sai
Sono il migliore a farlo
Forse non so fare altro
Non mi dire come farlo
A forza di lei che me lo dice davvero
Penso di essere un bastardo
Davvero non dire altro
Spesso non so come faccio
A questi che pensano sia tutta una cazzata
Sappi ci vuole coraggio
Anche solo per pensarlo
Pensare di esser qualcun altro
Alla fine siamo uguali per questo che penso
Che tu sappia cosa sto provando
Scusa mi stanno chiamando

Chiedono che ti prende
Mi fanno domande e non capisco
Cosa voglia da me tutta sta gente
Dico che non ho niente
Chiedono che ti prende
Anche se dicessi cosa penso
Tanto voi non capireste ugualmente
Scusa se non dico niente
Chiedono che ti prende
Mi fanno domande e non capisco
Cosa voglia da me tutta sta gente
Dico che non ho niente
Chiedono che ti prende
Anche se dicessi cosa penso
Tanto voi non capireste ugualmente
Scusa se non dico niente",2017,Hip-Hop,62,7302827,67.5,"[""6Ip8FS7vWT1uKkJSweANQK"", ""14H15rElxdGClICOZXEYHP""]","[""afroswing"", ""drill"", ""grime"", ""uk drill"", ""uk grime""]"
8047,3r5sGhdmixgbeYpVnoXPXn,<restart>,To Whom It May Concern,"[""Oscar Lang""]",0.608,0.158,11,-17.263,0,0.0424,0.949,0.143,0.447,0.103,133.955,235974,"Oh the hours are passing
Like a slowly smoked cigarette
Oh the nights I spent feeling lonely
whilst my tear duct started to sweat
I hope your happy now that you left my sheets stained with memories
You left an illness here make me feel real weird there's no remedy

But will we always be enemies
Can you depart from washing my heart
I'm hitting restart

I'm shaking now
Coz I'm draining the cold from my head
Are you dreaming now
Of the things we could have unsaid
I'm lying in the dirt thinking what is
worse I miss your smell and your smile
I miss the way you danced as our love romanced on the cold dark tiles

Will we always be enemies
Can you depart from washing my heart
I'm hitting restart",2018,Pop,40,173936,55.0,"[""6deCiWT7ATcDWP2Cvlalvn""]","[""bedroom pop""]"
166876,7cwLbWHs42c8JmrW9BJZos,German,German,"[""EO""]",0.862,0.583,8,-6.26,0,0.0654,0.811,1.9e-05,0.191,0.852,103.019,170825,"Got my wrist blinging in a German
Got my Gold chain Swinging in a German
Real G's man bringing in a German
Got some bad B's singing in a German
In a German, in a German
In a German, whip in a foreign car
In a German, in a German
In a German, whip in a Foreign car

Got my wrist blinging in a German
Got my gold chain swinging in a German
Real G's man bringing in a German
Got some bad B's singing in a German
In a German, in a German
In a German, whip in a foreign car
In a German, in a German
In a German, whip in a foreign car

They think they making P's, we be making R's
They be taking bus, we in a foreign cars
Come and take some change, top up your oyster card
We'll be living large because the world is ours
Because the world is ours
Look at my wrist, that's the reward for all these battle scars
Look at my roof, I took that off, I wanna see the stars
V-12 engine in a BM, so I'm coming fast

Got my wrist blinging in a German
Got my Gold chain Swinging in a German
Real G's man bringing in a German
Got some bad B's singing in a German
In a German, in a German
In a German, whip in a foreign car
In a German, in a German
In a German, whip in a foreign car

Got my wrist blinging in a German
Got my Gold chain Swinging in a German
Real G's man bringing in a German
Got some bad B's singing in a German
In a German, in a German
In a German, whip in a foreign car
In a German, in a German
In a German, whip in a foreign car

I wanna make a shoutout to the teachers that said I wouldn't make it far
Look at me, baby, I be pulling up in foreign cars
Je m'appelle the money, man, yeah, I got foreign bars
They said that my come up was a fluke, I know how to play my cards
I'm always in a German coupe, I don't need no body guard
A German BMW, be my wife, that's all I ask
I got the sauce, I got the juice, foreign cars, we're going fast
I got the black Mercedes too, there's no way I'm coming last

Got my wrist blinging in a German
Got my Gold chain Swinging in a German
Real G's man bringing in a German
Got some bad B's singing in a German
In a German, in a German
In a German, whip in a foreign car
In a German, in a German
In a German, whip in a foreign car

Got my wrist blinging in a German
Got my Gold chain Swinging in a German
Real G's man bringing in a German
Got some bad B's singing in a German
In a German, in a German
In a German, whip in a foreign car
In a German, in a German
In a German, whip in a foreign car",2018,Hip-Hop,61,135891,47.0,"[""0M42FTSaBb8W0laID5CR0U""]","[""afroswing"", ""grime"", ""uk grime""]"
183198,7y8X0Z04gJCKtfrnSAMywJ,Hacker,The Money Store,"[""Death Grips""]",0.681,0.88,9,-3.895,1,0.227,0.0567,0.0,0.0893,0.38,124.885,275520,"Hey, no ins and outs
You come out, your shit is gone
Bitch

Goin' back to Tangier
With some Jordans and a spear
Post-chrisitan shit
Post chicken or the egg addiction shit
Pass the sherm stick
Neo-reality
Be the freak you wanna see
Just don't follow me
I'm on a journey to
The center of three
Grab your fucking chain and drag you through the bike lane

While everybody's like no

I got this pregnant snake
Stay surrounded by long hairs
A plethroa of maniacs
And spiral stairs
Make your water break
In the apple store
Sink or swim, who fucking cares
Cut the birth cords
Press send

Yeah thick
Gaga can't handle this shit

Headed for the sammy davis wing
Throw up a black hole at the entrance of linens n things
On the way
Never call it a day

Visit Tesla's grave for the ninth time today
Still on the way
Bigger wigs

(When you come out
Your shit is gone)
(When you come out
Your shit is gone)

(When you come out
Your shit is gone)
(When you come out
Your shit is gone)

I'm in your area
I'm in your area
I'm in your area
I'm in your area
I know the first three numbers
I'm in
I know the first three numbers
I'm in
I'm in your area
I'm in your area
I'm in your area

I'm in your area
I know the first three numbers
I'm in
I know the first three numbers
I'm in

When you come out
Your shit is gone

When you come out
Your shit is gone
When you come out
Your shit is gone
When you come out
Your shit is gone

You'll catch a jpeg to the head
über reach
You're an intern
On wikileaks
Most loved therefore most hated

Come and knock on the door we've been waiting for you
Game changer
Reclusive aggressive
Yingin and yanging noided
Info warrior jack the hacker
The rolling stoner
Profit on disaster

My existence is a
Momentary lapse of reason
Got the DNA of gothic lemons

Shred it thirteen times
Out of eleven
Your bad ideas are the ATM
Shed my skin
Leave it for the homeless
To sleep in
Prodigal, fuck that nautical
Teachin bitches how to swim

I'm in your area
I'm in your area
I'm in your area
I'm in your area
I know the first three numbers
I'm in
I know the first three numbers

I'm in
I'm in your area
I'm in your area
I'm in your area

I'm in your area
I know the first three numbers
I'm in
I know the first three numbers
I'm in

(Teachin' bitches how to swim)
(Teachin' bitches how to swim)
(Teachin' bitches how to swim)
(Teachin' bitches how to swim)

Now backstroke
Through your k-hole
Don't run
Ya might slip
The table's flipped now we got all the coconuts bitch

Burmese babies under each arm
Screamin' beautiful songs
The cray cray ultra contrarion
Havin' conversations
With your car alam
When you come out

Your shit is gone
Soon your crew will be servin' sandwiches named after me
Vietnamese style fool, please
Front row at the mass games
Untracable by name
You speak of us in certain cicles you will be dethroned or detained

Gone
Gone
Your shit is gone
Gone
When you come out
Your shit is gone

I'm in your area
I'm in your area
I'm in your area
I'm in your area
I know the first three numbers
I'm in
I know the first three numbers
I'm in
I'm in your area
I'm in your area
I'm in your area
I'm in your area
I know the first three numbers
I'm in
I know the first three numbers",2012,Hip-Hop,55,981759,58.0,"[""5RADpgYLOuS2ZxDq7ggYYH""]","[""experimental"", ""experimental hip hop""]"
143968,7kNHkhjsRq9u1OTiC0ZPWE,Fade Into Darkness - Albin Myers Remix,Fade Into Darkness (Remixes),"[""Avicii"", ""Albin Myers""]",0.747,0.501,6,-6.758,1,0.0536,0.000243,0.0287,0.0449,0.214,127.995,356600,"Looking up there's always sky
Rest your head I'll take you high
We won't fade into darkness
Won't let you fade into darkness
Why worry now
You'll be safe

Hold my hand, just in case
And we won't fade into darkness
Fade into darkness
No we won't fade into darkness
Fade into darkness

And we won't fade into darkness

And we won't fade into darkness

This world can seem cold and gray
But you and I are here today

And we won't fade into darkness
No we won't fade into darkness
Nothing to fear but fear itself
We'll be ok just keep the faith
And we won't fade into darkness
Fade into darkness
No we won't fade into darkness
Fade into darkness

And we won't fade into darkness
And we won't fade into darkness
Fade into darkness
No we won't fade into darkness
Fade into darkness",2011,Electronic,35,23520501,59.0,"[""1vCWHaC5f2uS3yhpwWbIA6"", ""6F3EsjY0PgMI4SXkQWXF3y""]","[""edm"", ""electro house""]"
52381,4PyRAVwFRxwPESvpVKZfiJ,Better - Korean Version,ZERO : FEVER EPILOGUE,"[""ATEEZ""]",0.654,0.801,9,-5.136,1,0.0573,0.015,0.0,0.0546,0.442,153.958,214226,"Eh, oh, no
Ooh, eh, oh, oh, oh
Ooh, eh, oh, oh, oh
덮쳐오는 불안에 짓눌려
타버린 나무 같을 때가 있어
Keep fallin' down, down (oh, you back)
나는 갇혀버린 기분이야 또 (oh, oh)
커가는 게 다 이런 건지
얘길해 줘요 잘하고 있다고
I wanna grow up 가고 싶어 앞으로 (eh)
꿈꾸던 곳으로 oh, oh 저 멀리
걸음이 늦더라도 방황하지 않기를 tonight
서로 기대어 oh, oh 그렇게
Hey, take my hand, take my hand
너와 같은 내가 있기에
We know we getting better, better, better
Don't worry nothing matter, matter, matter
넘어지더라도 괜찮아 멈추지 않아 그거면 돼
We know we getting better, better, better
Don't worry nothing matter, matter, matter
방황해도 돼 우린 좀 더
나는 어제와 또 다른 나인걸
나는 어제와 또 다른 나인걸
I want to be feeling my life
I'd like to be winning my time
꿈꿔온 순간들 다 빛나길
I hope it will shinning (will shinning)
Will shinning (will shinning) yeah, eh, eh
Tears in diamond
눈물은 가둬 반짝 빛남 그 뒤의 반전
아프긴 해도 서로는 알잖아 I know
I'm with you, lean on
그게 우리다워 더 밝은 내일로
꿈꾸던 곳으로 oh, oh 저 멀리
걸음이 늦더라도 방황하지 않기를 tonight
서로 기대어 oh, oh 그렇게
Hey, take my hand, take my hand
너와 같은 내가 있기에
We know we getting better, better, better
Don't worry nothing matter, matter, matter
넘어지더라도 괜찮아
멈추지 않아 그거면 돼
We know we getting better, better, better
Don't worry nothing matter, matter, matter
방황해도 돼 우린 좀 더
나는 어제와 또 다른 나인걸
Better, better, better
Don't worry nothing matter, matter, matter
Don't worry what you do
이 두 손을 맞대고 약속
함께라면 we getting better, better (ooh)
We know we getting better, better, better
Don't worry nothing matter, matter, matter
방황해도 돼 우린 좀 더
나는 어제와 또 다른 나인걸 whoa, whoa",2021,Pop,42,5485364,76.0,"[""68KmkJeZGfwe1OUaivBa2L""]","[""k-pop"", ""noise music""]"
124866,2V9OsXxPZqPtyVxDSpGQTb,Down Among the Bushes of Jerusalem,Merry Merry Time of Year,"[""The Irish Rovers""]",0.667,0.607,7,-7.769,1,0.0458,0.407,0.0003689999999999,0.326,0.535,112.189,315387,"Come listen gentle Christians, and you Jews and Gentiles too
And all denominations, a song I sing to you
It's all about a young man, a rebel through and through
Down among the bushes of Jerusalem
Jerusalem, Jerusalem, down among the bushes of Jerusalem

Born of honest parents and below a shining star
The word went 'round the country and they came from near and far
The royal family worried he might undermine their power
Down among the bushes of Jerusalem

They slaughtered all the children, every one that they could find
Just that they be sure that they would kill the rebel child
But somehow he deceived them, all the soldiers fierce and wild
Down among the bushes of Jerusalem
Jerusalem, Jerusalem, down among the bushes of Jerusalem

He grew into a strapping lad, and helped around the home
But voices they kept calling, and he was inclined to roam
The losers and boozers, he would count among his own
Down among the bushes of Jerusalem

As far as I can see, you see, the Pharisee did say
You know your Bible fairly well, you'll make a priest someday
But you'd better tow the line, me boy or there'll be hell to pay
Down among the bushes of Jerusalem
Jerusalem, Jerusalem, down among the bushes of Jerusalem

He met the Mary Magdalen, a lovely girl was she
O look who's comin' now, they said, the girl of no degree
I'd rather have her near to me, more than your hypocrisy
Down among the bushes of Jerusalem

He went into the churches, and he saw the shining gold
And people there were starvin' of the hunger and the cold
He talked about injustice, just be careful he was told
Down among the bushes of Jerusalem
Jerusalem, Jerusalem, down among the bushes of Jerusalem

[Instrumental]

Now if you are a rebel, and no Judas, he did say
Come burn the Roman empire down, we'll change the flag today
It's the human heart I'm changing, this young rebel he did say
Down among the bushes of Jerusalem

We're taking him to Calvary, it's easier you see
Than try and turn the other cheek, and love thine enemy
We're loyal to our own crowd, to our scribes and pharisee
Down among the bushes of Jerusalem
Jerusalem, Jerusalem, down among the bushes of Jerusalem

[Instrumental]",2011,Rock,34,183621,55.0,"[""0tkKwWigaADLYB9HdFCjYo""]","[""celtic"", ""celtic punk"", ""celtic rock"", ""sea shanties""]"
441580,2ptErHGzTvv63W4ipt5ZCA,Tear It Up - Single Version,Tear It Up: The Complete Legedary Coral Recordings,"[""Johnny Burnette & The Rock 'N' Roll Trio""]",0.645,0.742,9,-7.702,1,0.0697,0.456,0.00393,0.236,0.5710000000000001,110.876,113733,"Come on, little baby
Let's tear that dance floor up
Come on, little baby
Let's tear that dance floor up
Come on, little mama
Let me see you strut your stuff

Tear it up, tear it up
Tear it up, tear it up
Come on, little baby
Let me see you strut your stuff

I'm a leavin', little baby
Gonna be gone a long, long time
I'm a leavin', little baby
Gonna be gone a long, long time
Well, come on, little baby
You show me a real cool time

Tear it up, tear it up
Tear it up, tear it up
Well, come on, little mama
Let's tear that dance floor up

Well, you step back, baby, move my way
Step around and give me, let me hear you say

Tear it up, tear it up
Come on, little baby
Let's tear that dance floor up

Tear it up, tear it up
Tear it up, tear it up
Come on, little mama
Let's tear that dance floor up",2004,Rock,33,27446,35.0,"[""1neKWNZP74NEuvHZmvMS58""]","[""psychobilly"", ""rock and roll"", ""rockabilly""]"
526965,4lSfhHd5Knwl8yQw2cVjAD,Why We Drink,Late Nights And Longnecks,"[""Justin Moore""]",0.624,0.903,6,-3.046,1,0.0347,0.00824,0.0,0.297,0.724,116.991,211430,"'Cause it's Friday
'Cause it's Monday
'Cause it's a charcoal burnin' Sunday
'Cause we ain't gonna get to one day
That's why we drink

'Cause the sun's up
'Cause it's sundown
'Cause my wound up needs a little unwound
'Cause we've been workin' all day but we're done now
Yeah, that's why we drink

'Cause they're ice cold
'Cause it's hot out
'Cause we're Jon Boat sittin' with the line out
'Cause we're a little messed up
But it's cheaper than a dang old shrink
'Cause we're grown up
'Cause we're still kids
'Cause we love doin' things 'cause our daddies did
'Cause it's alcohol abuse, if you pour one down the sink
Yeah, that's why we drink

'Cause our team lost
'Cause our team won
'Cause Sweet Home Alabama just came on
'Cause we're lookin' for a reason to raise one
Yeah, that's why we drink

'Cause they're ice cold
'Cause it's hot out
'Cause we're Jon Boat sittin' with the line out
'Cause we're a little messed up
But it's cheaper than a dang old shrink
'Cause we're grown up
'Cause we're still kids
'Cause we love doin' things 'cause our daddies did
'Cause it's alcohol abuse, if you pour one down the sink
Yeah, that's why we drink

To good friends, good times, you and me
To the red, white, and blue boys and girls overseas

'Cause they're ice cold
'Cause it's hot out
'Cause we're Jon Boat sittin' with the line out
'Cause we're a little messed up
But it's cheaper than a dang old shrink
That's why we drink

'Cause we're grown up
'Cause we're still kids
'Cause we love doin' things 'cause our daddies did
'Cause it's alcohol abuse, if you pour one down the sink
Yeah, that's why we drink

Yea-ee-eah
That's why we drink
That's why we drink",2019,Country,60,1923663,62.0,"[""30e8DmahrEamvLbFRPdWmk""]","[""acoustic country"", ""country""]"
