,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres
370859,3TDg5RWbOhNkI6rK4zX9PN,Repeating Yesterday,Shadows Are Security,"[""As I Lay Dying""]",0.215,0.968,0,-5.271,0,0.0585,0.000308,0.00174,0.108,0.214,75.01,242427,"This is what I am
This is what I have become
Repeating yesterday
Drain me in my very essence
♪
To form again what lasts
This is what I am
This is what I have become
Repeating yesterday
Drain me in my very essence
This is what I am
This is what I have become
What is love without, what is love
What is love without sacrifice
My tears hold no weight
If my commitment
Is only failure
Is only failure
Repeat yesterday
Each day
I am born (I am born) again to be, again to be
A child in the eyes of love
Repeating yesterday
Repeating...
Drain me in my
♪
Very essence
To form, to form again
To form, to form again what lasts
This is what I am
This is what I have become
What is love without, what is love
What is love without...",2005,Rock,35,1114907,58.0,"[""2vd2HnNh4pdYa9gDVHFjEu""]","[""deathcore"", ""metal"", ""metalcore""]"
363612,46dGFTD918NMz1IP1rPJXO,Radio Free Europe,Murmur,"[""R.E.M.""]",0.367,0.685,4,-14.831,1,0.0464,0.00304,0.0478,0.109,0.854,154.953,245200,"Decide yourself if radio's gonna stay
Reason it could polish up the gray
Put that, put that, put that up your wall
That this isn't country at all
Radio station decide yourself

Keep me out of country and the word
Wheel of fortune's leading us absurd
Push that, push that, push that to the floor
That this isn't nothing at all
Straight off the boat, where to go

Calling out in transit
Calling out in transit
Radio Free Europe (Radio)

Decide defy the media too fast
Instead of pushing palaces to fall
Put that, put that, put that up your wall
That this isn't fortunate at all
Radio station decide yourself

We're calling out in transit
Calling out in transit
Radio Free Europe (Radio)

Decide yourself come in on a boat
Media's too fast
Keep me out of country and the word
Disappointment into us absurd
Straight off the boat, where to go

Calling out in transit
Calling out in transit
Radio Free Europe
Radio Free Europe

Calling out in transit
Calling out in transit
Radio Free Europe
Radio Free Europe",1983,Rock,47,5446183,74.0,"[""4KWTAlx2RvbpseOGMEmROg""]","[""alternative rock"", ""jangle pop"", ""rock""]"
26116,3rKvSHAmZ28B33JCTVnsu3,All of Me - Live,All of Me (Live),"[""John Legend""]",0.298,0.219,8,-10.106,1,0.0356,0.918,0.0,0.933,0.367,81.624,299666,"What would I do without your smart mouth?
Drawing me in and you kicking me out
You've got my head spinning, no kidding
I can't pin you down
What's going on in that beautiful mind
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me
But I'll be alright

My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind

'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning

'Cause I give you all of me
And you give me all of you, oh oh

How many times do I have to tell you?
Even when you're crying you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing, in my head for you

My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind

'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning

'Cause I give you all of me
And you give me all of you, oh oh

Give me all of you
Cards on the table, we're both showing hearts
Risking it all, though it's hard

'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning
'Cause I give you all of me
And you give me all of you

I give you all of me
And you give me all of you, oh oh",2014,Pop,32,8191816,79.0,"[""5y2Xq6xcjJb2jVM54GHK3t""]","[""neo soul"", ""soft pop""]"
87082,7uBZSQP9x6kbaRgpK1Q2aw,Cinnamon - Hybrid Minds Remix,Cinnamon (Hybrid Minds Remix),"[""Hybrid Minds""]",0.378,0.917,1,-2.479,0,0.0412,0.0164,0.00917,0.0791,0.0798,84.967,302118,"Evergreens in a dream of an island town
Draw a line in the sand, and we'll smooth it down
As we side win, get in the middle
Count them off one at a time
And we'll try to guess right

Awaking in the white sun, lights out
Wading through the days in nights out
It's a slow cinnamon summer
Your spell's pulling me under

Rowing in a wooded hollow
Showing me the moves to follow
It's a slow cinnamon summer
Your spell's pulling me under

Awaking in the white sun, lights out
Wading through the days in nights out
It's a slow cinnamon summer
Your spell's pulling me under

Rowing in a wooded hollow
Showing me the moves to follow
It's a slow cinnamon summer
Your spell's pulling me under

It's a hand on the ground that's around for an hour of hope
It disappears as the sea takes it in and swallows it whole
And just as it leaves, just as it's sinking
The morning will save our souls
From too cold, to keep low

Awaking in the white sun, lights out
Wading through the days in, nights out
It's a slow cinnamon summer
Your spell's pulling me under

Waking in the white sun, lights out
Wading through the days in nights out
It's a slow cinnamon summer
Your spell's pulling me under

Rowing in the white sun, lights out
Wading through the days in, nights out
It's a slow cinnamon summer
Your spell's pulling me under

Rowing in a wooded hollow
Showing me the moves to follow
It's a slow cinnamon summer
Your spell's pulling me under

Waking in the white sun, lights out
Wading through the days in, nights out
It's a slow cinnamon summer
Your spell is pulling me under

Rowing in a wooded hollow
Showing me the moves to follow
It's a slow cinnamon summer
Your spell is pulling me under",2016,Electronic,49,213945,60.0,"[""05lF0DUkLJqiW5o70SScyR""]","[""drum and bass"", ""liquid funk""]"
23475,1B9FG4cLQujWD1NVMVbJwY,All Jacked Up,All Jacked Up,"[""Gretchen Wilson""]",0.392,0.928,0,-3.702,1,0.153,0.189,0.0,0.183,0.765,188.72,212520,"Hey yeah!

Well five thirty P.M. rolls around
There's a little old joint outside of town
I only got time for a couple of beers
And a jukebox song ringing in my ear

The next thing you know the bar tender's pouring
Shots are flowing, got me stoned man
All I really know is that I should be going
But I'm soaking up the moment

I'm all jacked up, all jacked up
Don't believe I've ever had this much
One thing I've learned when you get tore up
Time sure flies when you're all jacked up

It was getting mighty close to nine o'clock
? What the hell, I'll have one more shot?
Then I winked at a boy at the end of the bar
Guess I mighta musta gone a little too far

'Cause a big old girl walked outta the blue
10 foot 2 with a bad attitude
Stepped right up and knocked out my tooth
I guess I had it coming, I deserved the due

'Cause I was all jacked up, all jacked up
Don't believe I've ever had this much
One thing I've learned when you get tore up
Don't start no stuff when you're all jacked up

? Don't have to go home, but you can't stay here?
That's what they said when I got my last beer
Oh my God, it's 2 o'clock
I can't find my keys and my truck's locked

So I grabbed a tire tool and I broke my window
Hurt my elbow, got me in though
Two foot later backed into the light pole
All the town folk got a good show

All jacked up
(All jacked up)
All jacked up
(All jacked up)
Don't believe I've ever had this much
One thing I've learned when you get tore up
Don't drive your truck when you're all jacked up

Jacked up
(All jacked up)
(All jacked up)
Woo

One thing I've learned when you get tore up
Don't start no stuff when you're all jacked up
One thing I've learned when you get tore up

Don't drive your car
Don't start no stuff in no bar
Hell I wouldn't even tell anybody where you are
When you're all

Jacked up
(All jacked up)
All jacked up
(All jacked up)
All jacked up
(All jacked up)
All jacked up
(All jacked up)

Yeah, yeah, yeah
Yeah, yeah, yeah
Yeah, yeah, yeah, yeah",2005,Country,45,977109,56.0,"[""0IdYRFTswLdsGwSnzOaGNF""]","[""country""]"
378885,34pLArf9NZO0bSTNXri70Z,Rory Shield,Forgettable,"[""Sorority Noise""]",0.274,0.897,2,-3.903,1,0.0918,0.00029,0.00212,0.0956,0.22,81.924,193003,"Kiss me, like you mean it
And by mean it,
I mean lie to me again

Hold me, like it matters
And by matters,
I mean walk away like you don't even know my name

Tell me again that you don't wanna break my heart,
And I'll tell you again that it's already broken
Beg me again to get out of your head,
And into your bed so you can fuck me like the rest

Love me, like you used to
And by used to,
I mean I'm a fucking joke

Kiss me, like you mean it
And by mean it,
I mean walk away like you don't even know my name

Tell me again that you don't wanna break my heart,
And I'll tell you again that it's already broken
Beg me again to get out of your head,
And into your bed so you can fuck me like the rest

But I want something more,
No, I want to feel pure
I want to feel clean just like I used to

But I want something more,
No, I want to feel pure
I want to feel clean just like I used to",2014,Rock,33,205460,49.0,"[""7jXQfCP0xRnnind08ie0zT""]","[""emo"", ""folk punk"", ""indie punk"", ""midwest emo""]"
139003,2EipuecEo18EYYvqcj4eoE,Every Time We Say Goodbye - Remastered,Avant-Garde Jazz (Remastered),"[""Betty Carter""]",0.213,0.217,8,-10.916,1,0.0303,0.673,0.0,0.0942,0.135,171.28,283907,"Everytime we say goodbye, I die a little,
Everytime we say goodbye, I wonder why a little,
Why the Gods above me, who must be in the know.
Think so little of me, they allow you to go.
When you're near, there's such an air of spring about it,
I can hear a lark somewhere, begin to sing about it,
There's no love song finer, but how strange the change from major to minor,
Everytime we say goodbye.
When you're near, there's such an air of spring about it,
I can hear a lark somewhere, begin to sing about it,
There's no love song finer, but how strange the change from major to minor,
Everytime we say goodbye.",2019,Jazz,49,82773,46.0,"[""6HB1MchEEMg40EisSJuenZ""]","[""jazz"", ""jazz ballads"", ""vocal jazz""]"
392537,0VyE8WNs8x71beEXRiP6Uf,Seraphim,Breaker,"[""For Today""]",0.303,0.852,10,-4.8870000000000005,0,0.122,0.00131,1.0100000000000002e-05,0.335,0.255,104.93,241733,"Burn, and let the whole world see! You were made to burn.
And let the whole world see! You were made to burn.
And let the whole world see! You were made to burn.
I see an old breed of prophet arising, speaking as voices from another age;
set ablaze with the flame of the Spirit of God, and sent from before the throne.
Sent from before the throne.
We are sent from before the throne to stand up and speak out,
and let hell tremble when they hear us say,
""We are the burning ones, and we will not be contained!""
""We are the burning ones, and we will not be contained!"" Oh
Burning ones, arise! Come forth!
Oh take your flame, ignite the world.
We are the only hope for a hopeless world to see the face of the living God.
Oh take your flame, ignite the world.
Under the name above all names, we declare that the glorious One lives.
Take your flame, ignite the world. Take your flame, ignite the world!
Take your flame, ignite the world. Take your flame, ignite the world!
Come to the throne! Come to the throne!
You were made to burn and let the whole world see!
Burn, and let the whole world see. Burn, and let the whole world see.
Oh take your flame, ignite the world! Oh take your flame, ignite the world!
Ignite the world! Take your flame, ignite the world! Take your flame, ignite the
world! Take your flame, ignite the world! Take your flame, ignite the world!",2010,Rock,38,222855,44.0,"[""3xvHWAD1Bz6vvVmVMPpZJs""]","[""christian rock"", ""deathcore"", ""metalcore"", ""screamo""]"
121411,2EMpUhxVk9FYQ0Ce8TxVgQ,Don't Keep Driving,On the Corner Where You Live,"[""The Paper Kites""]",0.35,0.499,6,-6.832,1,0.0289,0.352,0.758,0.127,0.115,113.618,320827,"Half of this city turning their lights on
Like half of this city has an idea
Cars slowly passing right down on main street
Don't keep on driving, let me say something
There's nothing wrong with a little space
But not right now, don't leave
There's nothing wrong with a little time
But for the memories, for the good things
Don't leave
The stars in the night sky, the distance between them
By the time that you'd reach them, they would be gone
But the distance between us is half of this city
Don't keep on driving, let me say something
There's nothing wrong with a little space
But not right now, don't leave
There's nothing wrong with a little time, a little space
For the memories, for the good things
Turn around now, turn around
Don't leave me now
Don't leave
(Don't push me, push me away)
There's nothing wrong with a little space right now
(Don't push me, push me away)
Don't keep driving
(Don't push me, push me away)
Don't leave me
(Don't push me, push me away)
Call me
(Don't push me, push me away)
Turn around, turn around now
(Don't push me, push me away)
(Don't push me, push me away)
Don't run away from me
(Don't push me, push me away)
(Don't push me, push me away)
Don't leave, don't leave
(Don't push me, push me away) Oh
(Don't push me, push me away)
(Don't push me, push me away)
(Don't push me, push me away)",2018,Folk,43,905339,68.0,"[""79hrYiudVcFyyxyJW0ipTy""]","[""indie folk""]"
475824,4m6uJViB1sb3OXErHUkkWk,Thickfreakness,Thickfreakness,"[""The Black Keys""]",0.356,0.743,2,-4.842,1,0.0412,0.5690000000000001,0.905,0.328,0.518,142.768,228373,"Here I am darling
And I'll care for you, hey that's all I want to do
Hold me, love me, in your heart
And I'll hold you near and I'll whisper in your ear
I'll take your hand and I'll make you understand
Hold me, love me in your heart",2003,Blues,47,4153789,70.0,"[""7mnBLXK823vNxN3UWB7Gfz""]","[""blues rock"", ""garage rock"", ""modern blues"", ""rock""]"
149559,1JBIfRoPmI2GjP66LWAN00,Feeling Of Christmas,Feeling Of Christmas,"[""Emelie Hollow""]",0.323,0.257,3,-10.056,1,0.0308,0.922,5.52e-05,0.109,0.184,163.317,258213,"Seasons are changing, you're cold and you're feeling alone
The lights aren't bright anymore, and the spirit's just gone.
Stories by magic and carols don't make any sense
Got no one to share it with, so you put up a fence
Just when you feel like it's all gonna end
I'll make you feel like it's christmas again
Oh, like it's christmas again
I'll be the first snow in your eyes
I'll be the glow in children's eyes
We could just dance
We could just wait
Until the night falls away
I'll be the music played by the band
I'll be the match that you hold in your hand
To light up the way I'll be the feeling of christmas
Sitting alone contemplating your sins in the dark
Blaming yourself for the choices you've made in the past
Been kicked in the curb and think you
deserve it but know that you're innocent
Oh i'd wish you'd see just how amazing you are
Just when you feel like you don't have a friend
I'll make you feel like it's christmas again
Oh, it's christmas again
I'll be the first snow in your eyes
I'll be the glow in children's eyes
We could just dance
We could just sway
Until the night falls away
I'll be the music played by the band
I'll be the match that you hold in your hand
To light up the way
I'll be the feeling of christmas
To light up your way
I'll be the feeling of christmas
To light up your way
I'll be the feeling of christmas
To light up your way
I'll be the feeling of christmas
To light up your way
I'll be the feeling of christmas",2017,Pop,57,74892,58.0,"[""61pvU6ZLOF3bl0IOtbmME7""]","[""norwegian pop""]"
462742,6VYxveLyl7JmfBlVe4NRjI,The Night We Called It A Day,The Look Of Love,"[""Diana Krall""]",0.302,0.13,10,-17.5,1,0.0353,0.942,0.0248,0.106,0.102,150.232,341667,"There was a moon out in space
But a cloud drifted over its face
You kissed me and went on your way
The night we called it a day
I heard the song of the spheres
Like a minor lament in my ears
I hadn't the heart left to pray
The night we called it a day
Soft through the dark
The hoot of an owl in the sky
Sad though his song
No bluer was he than I
The moon went down stars were gone
But the sun didn't rise with the dawn
There wasn't a thing left to say
The night we called it a day
Soft through the dark
The hoot of an owl in the sky
Sad though his song
No bluer was he than I
The moon went down stars were gone
But the sun didn't rise with the dawn
There wasn't a thing left to say
The night we called it a day",2001,Jazz,37,1175951,67.0,"[""5z1VAFwT35EVvCp1XlZZuL""]","[""jazz"", ""jazz pop"", ""smooth jazz"", ""vocal jazz""]"
32226,4SXbZbMoKTaBAFcsbSkdc4,Annihilation of the Wicked,Annihilation of the Wicked,"[""Nile""]",0.207,0.837,9,-6.236,0,0.0559,7e-06,0.926,0.111,0.0887,110.844,516720,"The dominion of Seker
Barren desert of eternal night
Shunned by Ra
Behind the gate Aha-Neteru
The wastelands of Seker

Eldest Lord of Impenetrable Blackness
Death God of Memphis
He of the darkness and decay of the tomb
He of Rosetau
The mouth of the passage to the Underworld
Closely guarded by terrible serpents
Who careth not for his own cult of worshippers

Seker
Ancient and dead
Primeval naster of the world below
Remaineth unwitnessed, unseen
Hidden in his secret chamber

His primitive graven image
Like as a hawk-headed man
Shrouded and swathed in tomb wrappings
Standing between a pair of wings which
Issue forth from the back of a monstrous serpent
Having two heads
Having two necks and whose tail
Terminates in a human skull

In thick darkness
Amid violent tempests of unendurable cacophony
His serpents make offerings unto His image
And live upon their own fire

His servants
Hideous reptiles of terrifying aspect
Whose work is nothing less
Than the Annihilation of the Wicked

Consume the bodies of the damned
By flames of liquid fire
They emit from their mouths
And the Goddess Quetet Tent which liveth
On the blood of the dead

On their blocks
They cut into pieces the flesh of the dead
Singing hymns of torture and mutilation
To their master

Accompanied by the wailings and anguish of the damned
They wreak destruction upon the wicked
Those who hath not recited the formulae
Nor made the sacrifices
Or who know not the words of power",2005,Rock,37,276480,43.0,"[""3v3VSKylQE69ztn5TUVlFE""]","[""death metal"", ""grindcore"", ""metal""]"
448016,4f3nDjgqXurMryYBSp0TZD,The Beginning,JINSEI KAKETE BOKU WA,"[""ONE OK ROCK""]",0.36,0.983,0,-2.352,1,0.101,8.83e-05,0.0,0.111,0.279,182.058,292733,"Just give me a reason
To keep my heart beating
Don't worry it's safe right here in my arms
As the world falls apart around us
All we can do is hold on, hold on

Take my hand
And bring me back

I risk everything if it's for you
I whisper into the night
Telling me it's not my time and don't give up
I've never stood up before this time
でも 譲れないもの 握ったこの手は離さない

So stand up, stand up (Just gotta keep on running)
Wake up, wake up (Just tell me how I can)
Never give up
狂おしいほど切ないの艶麗

Just tell me why baby
They might call me crazy
For saying I'd fight until there is no more
愁いを含んだ閃光眼光は感覚的衝動
Blinded, I can't see the end
So where do I begin?

Say another word, I can't hear you
The silence between us
なにもないように映ってるだけ
I take this chance that I make you mine
ただ隠せないもの飾ったように見せかけてる

So stand up, stand up (Just gotta keep on running)
Wake up, wake up (Just tell me how I can)
Never give up
悲しみと切なさの艶麗

Just give me a reason
To keep my heart beating
Don't worry it's safe right here in my arms
くだけて泣いて咲いて散ったらこの思いは
So blinded I can't see the end

Look how far we made it
The pain i can't escape it
このままじゃまだ終わらせることはできないでしょ
何度くたばりそうでも朽ち果てようとも終わりはないさ
So where do I begin?

握りしめた失わぬようにと...
手を広げればこぼれ落ちそうで
失うものなどなかった日々の惰性を捨てて
君を...

Just tell me why baby
They might call me crazy
For saying I'd fight until there is no more
愁いを含んだ閃光眼光は感覚的衝動
Blinded, I can't see the end

Look how far we made it
The pain i can't escape it
このままじゃまだ終わらせることはできないでしょ
何度くたばりそうでも朽ち果てようとも
終わりはないさ
It finally begins.",2013,Rock,62,5968711,72.0,"[""7k73EtZwoPs516ZxE72KsO""]","[""j-pop"", ""j-rock""]"
149996,2JgbGCxtzRp6wL5H1DgxV7,Fellow Feeling,Worlds,"[""Porter Robinson""]",0.312,0.545,8,-5.336,0,0.0796,0.0968,0.093,0.277,0.114,128.124,350173,"I cried, for I didn't think it could be true
That you and I might have always known one another
And that we could not only evoke, but conjure a place of our own
And everywhere, that has ever existed
Is all on the surface of our dream
Now please, hear what I hear
Let me explain
This ugliness, this cruelty, this repulsiveness
It will all die out
And now, I cry for all that is beautiful
Let me explain",2014,Electronic,42,1229433,62.0,"[""3dz0NnIZhtKKeXZxLOxCam""]","[""edm"", ""electronic""]"
82474,1DRUwJSt2YOUUEz965OJ66,Champion,MANIA,"[""Fall Out Boy""]",0.31,0.905,0,-4.109,1,0.253,0.000927,3.1e-05,0.431,0.309,187.796,192533,"Champion, champion

I'm calling you from the future
To let you know we've made a mistake
And there's a fog from the past that's giving me, giving me such a headache

And I'm back with a madness
I'm a champion of the people who don't believe in champions
I got nothing but dreams inside
I got nothing but dreams

I'm just young enough to still believe, still believe
But young enough not to know what to believe in
Young enough not to know what to believe in, yeah

If I can live through this
If I can live through this
If I can live through this
I can do anything

If I can live through this
If I can live through this
If I can live through this
I can do anything

Champion, champion
Champion, champion

I got rage every day, on the inside
The only thing I do is sit around and kill time
I'm trying to blow out the pilot light
I'm trying to blow out the light

I'm just young enough to still believe, still believe
But young enough not to know what to believe in
Young enough not to know what to believe

If I can live through this
If I can live through this
If I can live through this
I can do anything

If I can live through this
If I can live through this
If I can live through this
I can do anything

Champion, champion
I can do anything
Champion, champion
And I can do anything

Champion, champion
And I can do anything
Champion, champion
I can do anything!

If I can live through this
If I can live through this
If I can live through this
And I can do anything

If I can live through this
If I can live through this
If I can live through this
I can do anything

If I can live through this
If I can live through this
If I can live through this
If I can live through this, I can do anything

If I can live through this
If I can live through this
If I can live through this
If I can live through this

I can do anything
I can do anything
I can do anything
I can do anything!

Champion, champion",2018,Rock,56,11518757,81.0,"[""4UXqAaa6dQYAk18Lv7PEgX""]","[""emo"", ""pop punk""]"
234240,7Azb2XqUfT96N1LWfhCnOW,In The Name Of Love,"Punk Goes Pop, Vol. 7","[""Too Close To Touch""]",0.356,0.884,2,-3.305,0,0.0874,0.00105,0.0,0.11,0.426,137.058,197253,"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in? Would you let me do it first?
Do it all in the name of love
Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?
In the name of love, name of love
In the name of love, name of love
In the name of
Love
If I told you we could bathe in all the lights
Would you rise up, come and meet me in the sky?
Would you trust me when you're jumping from the heights?
Would you fall in the name of love?
When there's madness, when there's poison in your head
When the sadness leaves you broken in your bed
I will hold you in the depths of your despair
And it's all in the name of love
In the name of love, name of love
In the name of love, name of love
In the name of
Love
I wanna testify
Scream in the holy light
You bring me back to life
And it's all in the name of love
I wanna testify
Scream in the holy light
You bring me back to life
And it's all in the name of love
Love
In the name of Love
The name of
In the name of Love
In the name of",2017,Rock,46,208006,52.0,"[""2XziUthG3Ug3eiWuE5KRsp""]","[""metalcore"", ""post-hardcore""]"
222485,5Xl9btcvTi7Xa5xePA0iwg,I'll Be Home For Christmas,Merry Christmas,"[""Jackie Gleason""]",0.0938,0.229,0,-18.533,1,0.042,0.938,0.738,0.109,0.067,87.084,147027,"I'm dreamin' tonight of a place that I love
Even more then I usually do
And although I know it's a long road back
I promise you

I'll be home for Christmas
You can count on me
Please have snow and mistletoe
And presents under the tree

Christmas Eve will find me
Where the love light beams
I'll be home for Christmas
If only in my dreams

Christmas Eve will find me
Where the love light beams
I'll be home for Christmas
If only in my dreams
If only in my dreams",1956,Pop,38,26889,47.0,"[""2F0kPpQ5mtta1ORIyO2xex""]","[""adult standards"", ""big band"", ""easy listening"", ""exotica"", ""lounge""]"
434107,4PDUWqlSV6qgwHZvc6jlSj,Surrendering,Now I See,"[""Elevation Youth"", ""Southland"", ""Ben & Tyra Byrne""]",0.385,0.255,6,-8.873,1,0.0324,0.293,0.0,0.706,0.171,144.513,309733,"Search every hidden crevice
Every shadowed corner
Knowing my heart's intention
You make me more like You

Been holding my fists clenched tight
All empty praise on fading things
Now opening these hands wide
Oh I need more of You

Surrendering
I give it all to You
With everything
God I'm pursuing You

With hands held high
I finally know why I'm alive
I finally know why I'm alive

Flooding my soul with hope again
New mercy every morning
Yielding my heart to Your voice
I'm crying out for You

Surrendering
I give it all to You
With everything
God I'm pursuing You

With hands held high
I finally know why I'm alive
I finally know why I'm alive

I lean into Your love
Press into Your heart
Drawing in close
Setting my eyes on You

I lean into Your love
Press into Your heart
Drawing in close
Setting my eyes on You

I lean into Your love
Press into Your heart
Drawing in close
Setting my eyes on You

I lean into Your love
Press into Your heart
Drawing in close
Setting my eyes on You

Surrendering
I give it all to You
With everything
God I'm pursuing You

With hands held high
I finally know why I'm alive
I finally know why I'm alive",2017,Electronic,35,45739,30.33333333333333,"[""2lmkAeBbKuATAqV9Zq81j4"", ""12Zrq1PlpqldPe1bfR5boK"", ""31oFTR65leSCZ7p30qI1aP""]","[""cedm"", ""christian pop"", ""worship""]"
422589,4rweIylhC9uQ67gTrGCdez,State of Non-Return,Advaitic Songs,"[""OM""]",0.33,0.709,8,-10.309,1,0.0445,0.0103,0.871,0.103,0.184,128.505,365720,"Traveler now reach the stream
The astral flight adapter
From the pain-sheath life ascends
The Non-returner sees
Empathy release me
And the phoenix rise triumphant
And walks onto the certitude ground
The soul's submergence ends

From the rounds of rebirth
He arrives onto the deathless
Light bores through the adjunct worlds
The soul-galleon prevails
Liberates in wisdom to complete state of negation
The five roads subsumed by grace
Emancipates from dream",2012,Rock,45,149088,39.0,"[""4hCgC4FnYZLBgQPUMLOoiI""]","[""doom metal"", ""drone"", ""drone metal"", ""sludge metal"", ""space rock"", ""stoner metal"", ""stoner rock""]"
61909,1NwPdyjfYh2Fn8rp39H9kS,Blue Velvet,Bobby Vinton's Greatest Hits,"[""Bobby Vinton""]",0.319,0.177,10,-13.972,1,0.0305,0.885,0.0,0.127,0.29,78.91,167493,"Blue velvet
Woah, woah

She wore blue velvet
Bluer than velvet was the night
Softer than satin was the light
From the stars

She wore blue velvet
Bluer than velvet were her eyes
Warmer than May, her tender sighs
Love was ours

Ours a love I held tightly
Feeling the rapture grow
Like a flame burning brightly
But when she left, gone was the glow

Of blue velvet
But in my heart there'll always be
Precious and warm a memory
Through the years
And I still can see blue velvet
Through my tears

She wore blue velvet
But in my heart there'll always be
Precious and warm a memory
Through the years

And I still can see blue velvet
Through my tears
(Blue velvet)",1987,Pop,32,314816,52.0,"[""6bOYtKnpLPQSfMpS2ilotK""]","[""adult standards"", ""doo-wop""]"
173478,69ovKtfOrt7zRkiOSSzGBO,"Go to Hell, for Heaven's Sake - Live at the Royal Albert Hall",Live at the Royal Albert Hall,"[""Bring Me The Horizon""]",0.22,0.938,7,-5.42,0,0.302,0.0158,5e-06,0.799,0.115,138.476,309320,"For the love of God, will you bite your tongue
Before we make you swallow it
It's moments like this where silence is golden
(And then you speak)
No one wants to hear you
No one wants to see you
So desperate and pathetic
I'm begging you to spare me
The pleasure of your company
(When did the diamonds leave your bones?)
I'm burning down every bridge we make
I'll watch you choke on the hearts you break
I'm leaving out every word you said
Go to hell for heaven's sake
I'm burning down every bridge we make
I'll watch you choke on the hearts you break
I'm leaving out every word you said
Go to hell for heaven's sake
(Go to hell for heaven's sake)
(Ahh) no one wants to hear you (save your breath)
No one wants to see you
So desperate and pathetic
You think that no one sees this
I think it's time you knew the truth, yeah
I'm burning down every bridge we make
I'll watch you choke on the hearts you break
I'm leaving out every word you said
Go to hell for heaven's sake
I'm burning down every bridge we make
I'll watch you choke on the hearts you break
I'm leaving out every word you said
Go to hell for heaven's sake
When did the diamonds leave your bones
Leave your bones
You're not a shepherd, you're just a sheep
I'll cut my depths of everyone you meet
Your own flesh with no bones
Feed them to the sharks
And throw them to the walls
I'm burning down every bridge we make
I'll watch you choke on the hearts you break
I'm leaving out every word you said
Go to hell for heaven's sake
I'm burning down every bridge we make
I'll watch you choke on the hearts you break
I'm leaving out every word you said
Go to hell for heaven's sake
Go to to hell for heaven's sake
Go to to hell for heaven's sake
Go to to hell for heaven's sake",2020,Rock,41,6720260,79.0,"[""1Ffb6ejR6Fe5IamqA5oRUF""]","[""emo"", ""metalcore"", ""post-hardcore"", ""rock"", ""screamo""]"
355192,5fJAYWoFgXm26HLNViFiUh,Porcelain,Play & Play: B Sides,"[""Moby""]",0.297,0.634,0,-7.927,0,0.0335,0.00141,0.175,0.247,0.331,94.733,241173,"In my dreams I'm dying all the time
As I wake its kaleidoscopic mind
I never meant to hurt you
I never meant to lie

So this is goodbye
This is goodbye

Tell the truth you never wanted me

Tell me

In my dreams I'm jealous all the time
As I wake I'm going out of my mind
Going out of my mind",2008,Electronic,50,2097044,71.0,"[""3OsRAKCvk37zwYcnzRf5XF""]","[""downtempo"", ""trip hop""]"
129749,6JJTksxIuEujIJ3LKXfpZ6,Duet,Vessel,"[""Frankie Cosmos""]",0.372,0.54,9,-9.298,1,0.0381,0.0827,0.00483,0.11,0.414,118.37,132319,"You got nice eyes
They're very blue
That is why
I look at you
I look at you
I look at you
I look at you
I look at you
Makin a list
Of people to kiss
The list is a million YOUs long
Just YOUs all the way down
Olive oil soft
And laundry warm
I know I like you
But I don't know what for
With my boy ronnie
Listening to connie
I couldn't stop if I tried
I will love you til I die
I look at you
I look at you",2018,Pop,38,349030,56.0,"[""0x4xCoWaOFd3WsKarzaxnW""]","[""bedroom pop""]"
79332,3LxagXDcBMACf7i8J3mgu6,Caribbean Blue - Single Version,Caribbean Blue,"[""Enya""]",0.399,0.45,4,-10.741,1,0.0309,0.771,0.945,0.114,0.671,157.605,220560,"Eurus
Afer Ventus

So the world goes round and round
With all you ever knew
They say the sky high above
Is Caribbean blue

If every man says all he can
If every man is true
Do I believe the Sky above
Is Caribbean blue

Boreas
Zephryus

If all you told was turned to gold
If all you dreamed was new
Imagine sky high above
In caribbean blue

Eurus
After ventus
Boreas
Zephryus
Africus
Africus",1991,Folk,37,2653884,75.0,"[""6uothxMWeLWIhsGeF7cyo4""]","[""celtic"", ""new age""]"
